Title,Price,answer,brand,model_name,CPU,RAM,disk_space,GPU
"ACER Aspire 3 (A314-23P-R9DS), Notebook, mit 14,0 Zoll Display, AMD Ryzen™ 3,7320U Prozessor, 8 GB RAM, 256 GB SSD, AMD Radeon™ Onboard Graphics, Pure Silver, Windows 11 Home S-Modus (64 Bit)","499,00€","```json
[
    {
        ""brand"": ""ACER"",
        ""model name"": ""Aspire 3 (A314-23P-R9DS)"",
        ""CPU"": ""AMD Ryzen™ 3,7320U"",
        ""RAM"": 8,
        ""disk space"": ""256 GB"",
        ""GPU"": ""AMD Radeon™ Onboard Graphics""
    }
]
```",ACER,Aspire 3 (A314-23P-R9DS),"AMD Ryzen™ 3,7320U",8,256 GB,AMD Radeon™ Onboard Graphics
"APPLE MacBook Pro (2023), Notebook mit 14 Zoll Display, Apple M3 Max Chip, 36 GB RAM, 30-Core GPU, 1 TB SSD, Space Schwarz","3999,00€","```json
[
    {
        ""brand"": ""APPLE"",
        ""model name"": ""MacBook Pro (2023)"",
        ""CPU"": ""Apple M3 Max"",
        ""RAM"": 36,
        ""disk space"": ""1 TB"",
        ""GPU"": ""30-Core GPU""
    }
]
```",APPLE,MacBook Pro (2023),Apple M3 Max,36,1 TB,30-Core GPU
"LENOVO IdeaPad Gaming 3, Gaming-Notebook, mit 15,6 Zoll Display, AMD Ryzen™ 5,7535HS  Prozessor, 16 GB RAM, 512 GB SSD, NVIDIA GeForce RTX™ 2050, Onyx Grey, Windows 11 Home (64 Bit)","879,99€","```json
[
    {
        ""brand"": ""LENOVO"",
        ""model name"": ""IdeaPad Gaming 3"",
        ""CPU"": ""AMD Ryzen™ 5,7535HS"",
        ""RAM"": 16,
        ""disk space"": ""512 GB"",
        ""GPU"": ""NVIDIA GeForce RTX™ 2050""
    }
]
```",LENOVO,IdeaPad Gaming 3,"AMD Ryzen™ 5,7535HS",16,512 GB,NVIDIA GeForce RTX™ 2050
"HP Victus Gaming Laptop 15-fb0354ng, Gaming Notebook, mit 15,6 Zoll Display, AMD Ryzen™ 5,5600H Prozessor, 8 GB RAM, 512 GB SSD, AMD Radeon™ RX 6500M, Mica Silver, Windows 11 Home (64 Bit)","899,00€","```json
[
    {
        ""brand"": ""HP"",
        ""model name"": ""Victus Gaming Laptop 15-fb0354ng"",
        ""CPU"": ""AMD Ryzen™ 5,5600H"",
        ""RAM"": 8,
        ""disk space"": ""512 GB"",
        ""GPU"": ""AMD Radeon™ RX 6500M""
    }
]
```",HP,Victus Gaming Laptop 15-fb0354ng,"AMD Ryzen™ 5,5600H",8,512 GB,AMD Radeon™ RX 6500M
"ACER Predator Helios Neo 16 (PHN16-71-976B) mit 165 Hz Display mit RGB Tastaturbeleuchtung, Gaming Notebook, mit 16,0 Zoll Display, Intel® Core™ i9,i9-13900HX Prozessor, 32 GB RAM, 1 TB SSD, NVIDIA GeForce RTX™ 4070, Obsidian Black, Windows 11 Home (64 Bit)","1999,00€","```json
[
    {
        ""brand"": ""ACER"",
        ""model name"": ""Predator Helios Neo 16 (PHN16-71-976B)"",
        ""CPU"": ""Intel® Core™ i9,i9-13900HX"",
        ""RAM"": 32,
        ""disk space"": ""1 TB"",
        ""GPU"": ""NVIDIA GeForce RTX™ 4070""
    }
]
```",ACER,Predator Helios Neo 16 (PHN16-71-976B),"Intel® Core™ i9,i9-13900HX",32,1 TB,NVIDIA GeForce RTX™ 4070
"ASUS VivoBook 17X (K3704VA-AU068W), Notebook, mit 17,3 Zoll Display, Intel® Evo™ Plattform, Intel® Core™ i9,i9-13900H (Evo) Prozessor, 16 GB RAM, 1 TB SSD, Intel® Iris® Xe, Schwarz, Windows 11 Home (64 Bit)","1099,00€","```json
[
    {
        ""brand"": ""ASUS"",
        ""model name"": ""VivoBook 17X (K3704VA-AU068W)"",
        ""CPU"": ""Intel® Core™ i9,i9-13900H (Evo)"",
        ""RAM"": 16,
        ""disk space"": ""1 TB"",
        ""GPU"": ""Intel® Iris® Xe""
    }
]
```",ASUS,VivoBook 17X (K3704VA-AU068W),"Intel® Core™ i9,i9-13900H (Evo)",16,1 TB,Intel® Iris® Xe
"ACER Aspire 3 (A317-53-76NV), Notebook, mit 17,3 Zoll Display, Intel® Core™ i7,i7-1165G7 Prozessor, 16 GB RAM, 512 GB SSD, Intel® Iris® Xe, Pure Silver, Windows 11 Home (64 Bit)","819,00€","```json
[
    {
        ""brand"": ""ACER"",
        ""model name"": ""Aspire 3 (A317-53-76NV)"",
        ""CPU"": ""Intel® Core™ i7,i7-1165G7"",
        ""RAM"": 16,
        ""disk space"": ""512 GB"",
        ""GPU"": ""Intel® Iris® Xe""
    }
]
```",ACER,Aspire 3 (A317-53-76NV),"Intel® Core™ i7,i7-1165G7",16,512 GB,Intel® Iris® Xe
"MICROSOFT Surface Pro, Copilot+ PC, 11. Edition, Convertible, mit 13 Zoll Display, Qualcomm Snapdragon X Plus, 16 GB RAM, 512 GB SSD, Qualcomm Adreno™ Onboard Graphics, Sand, Windows 11 Home (64 Bit)","1449,00€","```json
[
    {
        ""brand"": ""MICROSOFT"",
        ""model name"": ""Surface Pro, Copilot+ PC, 11. Edition"",
        ""CPU"": ""Qualcomm Snapdragon X Plus"",
        ""RAM"": 16,
        ""disk space"": ""512 GB"",
        ""GPU"": ""Qualcomm Adreno™ Onboard Graphics""
    }
]
```",MICROSOFT,"Surface Pro, Copilot+ PC, 11. Edition",Qualcomm Snapdragon X Plus,16,512 GB,Qualcomm Adreno™ Onboard Graphics
"ACER Aspire 5 (A517-53G-76EE) mit Tastaturbeleuchtung, Notebook, mit 17,3 Zoll Display, Intel® Core™ i7,i7-1260P Prozessor, 16 GB RAM, 512 GB SSD, NVIDIA GeForce RTX™ 2050, Steel Gray, Windows 11 Home (64 Bit)","1079,00€","```json
[
    {
        ""brand"": ""ACER"",
        ""model name"": ""Aspire 5 (A517-53G-76EE)"",
        ""CPU"": ""Intel® Core™ i7,i7-1260P"",
        ""RAM"": 16,
        ""disk space"": ""512 GB"",
        ""GPU"": ""NVIDIA GeForce RTX™ 2050""
    }
]
```",ACER,Aspire 5 (A517-53G-76EE),"Intel® Core™ i7,i7-1260P",16,512 GB,NVIDIA GeForce RTX™ 2050
"LENOVO LOQ 15, Gaming Notebook, mit 15,6 Zoll Display, AMD Ryzen™ 7,7840HS  Prozessor, 16 GB RAM, 1 TB SSD, NVIDIA GeForce RTX™ 4060, Storm Grey, Windows 11 Home (64 Bit)","1519,00€","```json
[
    {
        ""brand"": ""LENOVO"",
        ""model name"": ""LOQ 15"",
        ""CPU"": ""AMD Ryzen™ 7 7840HS"",
        ""RAM"": 16,
        ""disk space"": ""1 TB"",
        ""GPU"": ""NVIDIA GeForce RTX™ 4060""
    }
]
```",LENOVO,LOQ 15,AMD Ryzen™ 7 7840HS,16,1 TB,NVIDIA GeForce RTX™ 4060
"MICROSOFT Surface Laptop Go 3, Notebook, mit 12,45 Zoll Display Touchscreen, Intel® Core™ i5,i5-1235U Prozessor, 16 GB RAM, 256 GB SSD, Intel® Iris® Xe, Platin, Windows 11 Home (64 Bit)","1149,00€","```json
[
    {
        ""brand"": ""MICROSOFT"",
        ""model name"": ""Surface Laptop Go 3"",
        ""CPU"": ""Intel® Core™ i5,i5-1235U"",
        ""RAM"": 16,
        ""disk space"": ""256 GB"",
        ""GPU"": ""Intel® Iris® Xe""
    }
]
```",MICROSOFT,Surface Laptop Go 3,"Intel® Core™ i5,i5-1235U",16,256 GB,Intel® Iris® Xe
"ASUS ROG Zephyrus Duo 16 GX650PZ-NM030W, Gaming Notebook, mit 16 Zoll Display, AMD Ryzen™ 9,7945HX  Prozessor, 32 GB RAM, 1 TB SSD, NVIDIA GeForce RTX™ 4080, Schwarz, Windows 11 Home (64 Bit)","4299,00€","```json
[
    {
        ""brand"": ""ASUS"",
        ""model name"": ""ROG Zephyrus Duo 16 GX650PZ-NM030W"",
        ""CPU"": ""AMD Ryzen™ 9,7945HX"",
        ""RAM"": 32,
        ""disk space"": ""1 TB"",
        ""GPU"": ""NVIDIA GeForce RTX™ 4080""
    }
]
```",ASUS,ROG Zephyrus Duo 16 GX650PZ-NM030W,"AMD Ryzen™ 9,7945HX",32,1 TB,NVIDIA GeForce RTX™ 4080
"MICROSOFT Surface Laptop, Copilot+ PC, 7. Edition, Copilot+ PC, mit 15 Zoll Display Touchscreen, Qualcomm Snapdragon X Elite, 16 GB RAM, 1 TB SSD, Qualcomm Adreno™ Onboard Graphics, Graphit, Windows 11 Home (64 Bit)","2039,00€","```json
[
    {
        ""brand"": ""MICROSOFT"",
        ""model name"": ""Surface Laptop, Copilot+ PC, 7. Edition"",
        ""CPU"": ""Qualcomm Snapdragon X Elite"",
        ""RAM"": 16,
        ""disk space"": ""1 TB"",
        ""GPU"": ""Qualcomm Adreno™ Onboard Graphics""
    }
]
```",MICROSOFT,"Surface Laptop, Copilot+ PC, 7. Edition",Qualcomm Snapdragon X Elite,16,1 TB,Qualcomm Adreno™ Onboard Graphics
"MICROSOFT Surface Laptop Go 3, Notebook, mit 12,45 Zoll Display Touchscreen, Intel® Core™ i5,i5-1235U Prozessor, 8 GB RAM, 256 GB SSD, Intel® Iris® Xe, Salbei, Windows 11 Home (64 Bit)","859,99€","```json
[
    {
        ""brand"": ""MICROSOFT"",
        ""model name"": ""Surface Laptop Go 3"",
        ""CPU"": ""Intel® Core™ i5,i5-1235U"",
        ""RAM"": 8,
        ""disk space"": ""256 GB"",
        ""GPU"": ""Intel® Iris® Xe""
    }
]
```",MICROSOFT,Surface Laptop Go 3,"Intel® Core™ i5,i5-1235U",8,256 GB,Intel® Iris® Xe
"HUAWEI Matebook D15 2022, Notebook, mit 15,6 Zoll Display, Intel® Core™ i5,i5-1155G7 Prozessor, 8 GB RAM, 512 GB SSD, Intel® Iris® X, Mystic Silver, Windows 11 Home (64 Bit)","799,00€","```json
[
    {
        ""brand"": ""HUAWEI"",
        ""model name"": ""Matebook D15 2022"",
        ""CPU"": ""Intel® Core™ i5,i5-1155G7"",
        ""RAM"": 8,
        ""disk space"": ""512 GB"",
        ""GPU"": ""Intel® Iris® X""
    }
]
```",HUAWEI,Matebook D15 2022,"Intel® Core™ i5,i5-1155G7",8,512 GB,Intel® Iris® X
"APPLE MacBook Pro (2023), Notebook mit 16 Zoll Display, Apple M3 Pro Chip, 18 GB RAM, 18-Core GPU, 512 GB SSD, Silber","2999,00€","```json
[
    {
        ""brand"": ""APPLE"",
        ""model name"": ""MacBook Pro (2023)"",
        ""CPU"": ""Apple M3 Pro"",
        ""RAM"": 18,
        ""disk space"": ""512 GB"",
        ""GPU"": ""18-Core GPU""
    }
]
```",APPLE,MacBook Pro (2023),Apple M3 Pro,18,512 GB,18-Core GPU
"ASUS VivoBook 17 (M1702QA-AU108W), Notebook, mit 17,3 Zoll Display, AMD Ryzen™ 5,5600H Prozessor, 8 GB RAM, 512 GB SSD, AMD Radeon™ Onboard Graphics, Silber, Windows 11 Home (64 Bit)","649,00€","```json
[
    {
        ""brand"": ""ASUS"",
        ""model name"": ""VivoBook 17 (M1702QA-AU108W)"",
        ""CPU"": ""AMD Ryzen™ 5,5600H"",
        ""RAM"": 8,
        ""disk space"": ""512 GB"",
        ""GPU"": ""AMD Radeon™ Onboard Graphics""
    }
]
```",ASUS,VivoBook 17 (M1702QA-AU108W),"AMD Ryzen™ 5,5600H",8,512 GB,AMD Radeon™ Onboard Graphics
"LENOVO Yoga Slim 7x, Copilot+ PC, Copilot+ PC, mit 14,5 Zoll Display, Qualcomm Snapdragon X Elite,X1E78100 Prozessor, 16 GB RAM, 1 TB SSD, Qualcomm Adreno™ Onboard Graphics, Cosmic Blue, Windows 11 Home (64 Bit)","1499,00€","```json
[
    {
        ""brand"": ""LENOVO"",
        ""model name"": ""Yoga Slim 7x"",
        ""CPU"": ""Qualcomm Snapdragon X Elite,X1E78100"",
        ""RAM"": 16,
        ""disk space"": ""1 TB"",
        ""GPU"": ""Qualcomm Adreno™ Onboard Graphics""
    }
]
```",LENOVO,Yoga Slim 7x,"Qualcomm Snapdragon X Elite,X1E78100",16,1 TB,Qualcomm Adreno™ Onboard Graphics
"HUAWEI Matebook D16 2024, Notebook, mit 16 Zoll Display, Intel® Core™ i9,i9-13900H Prozessor, 16 GB RAM, 1 TB SSD Iris® Xe, Space Gray, Windows 11 Home (64 Bit)","1399,00€","```json
[
    {
        ""brand"": ""HUAWEI"",
        ""model name"": ""Matebook D16 2024"",
        ""CPU"": ""Intel® Core™ i9,i9-13900H"",
        ""RAM"": 16,
        ""disk space"": ""1 TB"",
        ""GPU"": ""Iris® Xe""
    }
]
```",HUAWEI,Matebook D16 2024,"Intel® Core™ i9,i9-13900H",16,1 TB,Iris® Xe
"APPLE MacBook Air (2024), MRYR3D/A, Notebook, mit 15,3 Zoll Display, M3 Prozessor, 8 GB RAM, 256 GB SSD, Polarstern, macOS","1599,00€","```json
[
    {
        ""brand"": ""APPLE"",
        ""model name"": ""MacBook Air (2024)"",
        ""CPU"": ""M3"",
        ""RAM"": 8,
        ""disk space"": ""256 GB"",
        ""GPU"": null
    }
]
```",APPLE,MacBook Air (2024),M3,8,256 GB,
"PEAQ Classic PNB C150V-2G428D, Notebook, mit 15,6 Zoll Display, Intel® Pentium® Silver,N5030 Prozessor, 4 GB RAM, 128 GB SSD, Intel® UHD 605, Grau, Windows 10 Pro (64 Bit)","279,00€","```json
[
    {
        ""brand"": ""PEAQ"",
        ""model name"": ""Classic PNB C150V-2G428D"",
        ""CPU"": ""Intel® Pentium® Silver N5030"",
        ""RAM"": 4,
        ""disk space"": ""128 GB"",
        ""GPU"": ""Intel® UHD 605""
    }
]
```",PEAQ,Classic PNB C150V-2G428D,Intel® Pentium® Silver N5030,4,128 GB,Intel® UHD 605
"LENOVO IdeaPad 3i, Notebook, mit 15,6 Zoll Display, Intel® Core™ i3,i3-1215U Prozessor, 8 GB RAM, 512 GB SSD, Intel® UHD Graphics, Arctic Grey, Windows 11 Home (64 Bit)","449,00€","```json
[
    {
        ""brand"": ""LENOVO"",
        ""model name"": ""IdeaPad 3i"",
        ""CPU"": ""Intel® Core™ i3-1215U"",
        ""RAM"": 8,
        ""disk space"": ""512 GB"",
        ""GPU"": ""Intel® UHD Graphics""
    }
]
```",LENOVO,IdeaPad 3i,Intel® Core™ i3-1215U,8,512 GB,Intel® UHD Graphics
"GIGABYTE AORUS 16X, Gaming Notebook, mit 16 Zoll Display, Intel® Core™ i7,i7-13650HX  Prozessor, 16 GB RAM, 1 TB SSD, NVIDIA GeForce RTX™ 4060, Midnight Grey, Windows 11 (64 Bit)","1399,00€","```json
[
    {
        ""brand"": ""GIGABYTE"",
        ""model name"": ""AORUS 16X"",
        ""CPU"": ""Intel® Core™ i7-13650HX"",
        ""RAM"": 16,
        ""disk space"": ""1 TB"",
        ""GPU"": ""NVIDIA GeForce RTX™ 4060""
    }
]
```",GIGABYTE,AORUS 16X,Intel® Core™ i7-13650HX,16,1 TB,NVIDIA GeForce RTX™ 4060
"ACER Nitro 5 (AN515-57-57SB) mit 144 Hz Display & RGB Tastaturbeleuchtung, Gaming Notebook, mit 15,6 Zoll Display, Intel® Core™ i5,i5-11400H Prozessor, 16 GB RAM, 512 GB SSD, NVIDIA GeForce RTX™ 3060, Schwarz/Rot, Windows 11 Home (64 Bit)","1199,00€","```json
[
    {
        ""brand"": ""ACER"",
        ""model name"": ""Nitro 5 (AN515-57-57SB)"",
        ""CPU"": ""Intel® Core™ i5,i5-11400H"",
        ""RAM"": 16,
        ""disk space"": ""512 GB"",
        ""GPU"": ""NVIDIA GeForce RTX™ 3060""
    }
]
```",ACER,Nitro 5 (AN515-57-57SB),"Intel® Core™ i5,i5-11400H",16,512 GB,NVIDIA GeForce RTX™ 3060
"MICROSOFT Surface Laptop, Copilot+ PC, 7. Edition, Copilot+ PC, mit 15 Zoll Display Touchscreen, Qualcomm Snapdragon X Elite, 16 GB RAM, 1 TB SSD, Qualcomm Adreno™ Onboard Graphics, Platin, Windows 11 Home (64 Bit)","2029,00€","```json
[
    {
        ""brand"": ""MICROSOFT"",
        ""model name"": ""Surface Laptop, Copilot+ PC, 7. Edition"",
        ""CPU"": ""Qualcomm Snapdragon X Elite"",
        ""RAM"": 16,
        ""disk space"": ""1 TB"",
        ""GPU"": ""Qualcomm Adreno™ Onboard Graphics""
    }
]
```",MICROSOFT,"Surface Laptop, Copilot+ PC, 7. Edition",Qualcomm Snapdragon X Elite,16,1 TB,Qualcomm Adreno™ Onboard Graphics
"ASUS ROG Flow X13 GV302XI-MU008W, Convertible, mit 13,4 Zoll Display Touchscreen, AMD Ryzen™ 9,7940HS Prozessor, 32 GB RAM, 1 TB SSD, NVIDIA GeForce RTX™ 4070, Off Black, Windows 11 Home (64 Bit)","2389,00€","```json
[
    {
        ""brand"": ""ASUS"",
        ""model name"": ""ROG Flow X13 GV302XI-MU008W"",
        ""CPU"": ""AMD Ryzen™ 9 7940HS"",
        ""RAM"": 32,
        ""disk space"": ""1 TB"",
        ""GPU"": ""NVIDIA GeForce RTX™ 4070""
    }
]
```",ASUS,ROG Flow X13 GV302XI-MU008W,AMD Ryzen™ 9 7940HS,32,1 TB,NVIDIA GeForce RTX™ 4070
"MSI Prestige 16 AI Studio B1VFG-009, Notebook, mit 16 Zoll Display, Intel® Core™ Ultra 9,Ultra 9 185H Prozessor, 32 GB RAM, 1 TB SSD, NVIDIA GeForce RTX™ 4060, Stellar Gray, Windows 11 Pro (64 Bit)","2549,00€","```json
[
    {
        ""brand"": ""MSI"",
        ""model name"": ""Prestige 16 AI Studio B1VFG-009"",
        ""CPU"": ""Intel® Core™ Ultra 9 185H"",
        ""RAM"": 32,
        ""disk space"": ""1 TB"",
        ""GPU"": ""NVIDIA GeForce RTX™ 4060""
    }
]
```",MSI,Prestige 16 AI Studio B1VFG-009,Intel® Core™ Ultra 9 185H,32,1 TB,NVIDIA GeForce RTX™ 4060
"ACER Chromebook Spin 514 (CP514-1H-R9PJ), Chromebook, mit 14 Zoll Display Touchscreen, AMD Athlon™ Silver,3050C Prozessor, 4 GB RAM, 64 GB eMMC, AMD Radeon™ Onboard Graphics, Silber, Google Chrome OS","549,00€","```json
[
    {
        ""brand"": ""ACER"",
        ""model name"": ""Chromebook Spin 514 (CP514-1H-R9PJ)"",
        ""CPU"": ""AMD Athlon™ Silver,3050C"",
        ""RAM"": 4,
        ""disk space"": ""64 GB eMMC"",
        ""GPU"": ""AMD Radeon™ Onboard Graphics""
    }
]
```",ACER,Chromebook Spin 514 (CP514-1H-R9PJ),"AMD Athlon™ Silver,3050C",4,64 GB eMMC,AMD Radeon™ Onboard Graphics
"MICROSOFT Surface Laptop Studio 2, Notebook, mit 14,4 Zoll Display Touchscreen, Intel® Core™ i7,i7-13700H  Prozessor, 16 GB RAM, 512 GB SSD, NVIDIA GeForce RTX™ 4050, Platin, Windows 11 Home (64 Bit)","2719,00€","```json
[
    {
        ""brand"": ""MICROSOFT"",
        ""model name"": ""Surface Laptop Studio 2"",
        ""CPU"": ""Intel® Core™ i7,i7-13700H"",
        ""RAM"": 16,
        ""disk space"": ""512 GB"",
        ""GPU"": ""NVIDIA GeForce RTX™ 4050""
    }
]
```",MICROSOFT,Surface Laptop Studio 2,"Intel® Core™ i7,i7-13700H",16,512 GB,NVIDIA GeForce RTX™ 4050
"ASUS ROG Zephyrus G16 GU605MV-QP101W, Gaming Notebook, mit 16 Zoll Display, Intel® Core™ Ultra 7,155H Prozessor, 16 GB RAM, 1 TB SSD, NVIDIA GeForce RTX™ 4060, Schwarz/Grau, Windows 11 Home (64 Bit)","2199,00€","```json
[
    {
        ""brand"": ""ASUS"",
        ""model name"": ""ROG Zephyrus G16 GU605MV-QP101W"",
        ""CPU"": ""Intel® Core™ Ultra 7,155H"",
        ""RAM"": 16,
        ""disk space"": ""1 TB"",
        ""GPU"": ""NVIDIA GeForce RTX™ 4060""
    }
]
```",ASUS,ROG Zephyrus G16 GU605MV-QP101W,"Intel® Core™ Ultra 7,155H",16,1 TB,NVIDIA GeForce RTX™ 4060
"ACER Nitro 5 (AN517-55-9931) mit 144 Hz Display & RGB Tastaturbeleuchtung, Gaming Notebook, mit 17,3 Zoll Display, Intel® Core™ i9,i9-12900H Prozessor, 16 GB RAM, 1 TB SSD, NVIDIA GeForce RTX™ 4060, Schwarz, Windows 11 Home (64 Bit)","1639,00€","```json
[
    {
        ""brand"": ""ACER"",
        ""model name"": ""Nitro 5 (AN517-55-9931)"",
        ""CPU"": ""Intel® Core™ i9,i9-12900H"",
        ""RAM"": 16,
        ""disk space"": ""1 TB"",
        ""GPU"": ""NVIDIA GeForce RTX™ 4060""
    }
]
```",ACER,Nitro 5 (AN517-55-9931),"Intel® Core™ i9,i9-12900H",16,1 TB,NVIDIA GeForce RTX™ 4060
"ASUS VivoBook Pro 16 OLED K6602VV-MX011W, Notebook, mit 16 Zoll Display, Intel® Core™ i9,i9-13900H Prozessor, 16 GB RAM, 1 TB SSD, NVIDIA GeForce RTX™ 4060, Blau, Windows 11 Home (64 Bit)","2299,00€","```json
[
    {
        ""brand"": ""ASUS"",
        ""model name"": ""VivoBook Pro 16 OLED K6602VV-MX011W"",
        ""CPU"": ""Intel® Core™ i9,i9-13900H"",
        ""RAM"": 16,
        ""disk space"": ""1 TB"",
        ""GPU"": ""NVIDIA GeForce RTX™ 4060""
    }
]
```",ASUS,VivoBook Pro 16 OLED K6602VV-MX011W,"Intel® Core™ i9,i9-13900H",16,1 TB,NVIDIA GeForce RTX™ 4060
"ASUS ROG Strix SCAR 17 G733PZ-LL076W, Gaming Notebook, mit 17,3 Zoll Display, AMD Ryzen™ 9,7945HX  Prozessor, 32 GB RAM, 1 TB SSD, NVIDIA GeForce RTX™ 4080, Schwarz, Windows 11 Home (64 Bit)","3399,00€","```json
[
    {
        ""brand"": ""ASUS"",
        ""model name"": ""ROG Strix SCAR 17 G733PZ-LL076W"",
        ""CPU"": ""AMD Ryzen™ 9,7945HX"",
        ""RAM"": 32,
        ""disk space"": ""1 TB"",
        ""GPU"": ""NVIDIA GeForce RTX™ 4080""
    }
]
```",ASUS,ROG Strix SCAR 17 G733PZ-LL076W,"AMD Ryzen™ 9,7945HX",32,1 TB,NVIDIA GeForce RTX™ 4080
"ASUS ROG Flow X13 GV302XV-MU001W, Convertible, mit 13,4 Zoll Display Touchscreen, AMD Ryzen™ 9,7940HS Prozessor, 16 GB RAM, 1 TB SSD, NVIDIA GeForce RTX™ 4060, Schwarz, Windows 11 Home (64 Bit)","1999,00€","```json
[
    {
        ""brand"": ""ASUS"",
        ""model name"": ""ROG Flow X13 GV302XV-MU001W"",
        ""CPU"": ""AMD Ryzen™ 9 7940HS"",
        ""RAM"": 16,
        ""disk space"": ""1 TB"",
        ""GPU"": ""NVIDIA GeForce RTX™ 4060""
    }
]
```",ASUS,ROG Flow X13 GV302XV-MU001W,AMD Ryzen™ 9 7940HS,16,1 TB,NVIDIA GeForce RTX™ 4060
"HP 15s-eq2356ng, Notebook, mit 15,6 Zoll Display, AMD Ryzen™ 5,5500U Prozessor, 8 GB RAM, 512 GB SSD, AMD Radeon™ Onboard Graphics, Silber, Windows 11 Home (64 Bit)","499,00€","```json
[
    {
        ""brand"": ""HP"",
        ""model name"": ""15s-eq2356ng"",
        ""CPU"": ""AMD Ryzen™ 5,5500U"",
        ""RAM"": 8,
        ""disk space"": ""512 GB"",
        ""GPU"": ""AMD Radeon™ Onboard Graphics""
    }
]
```",HP,15s-eq2356ng,"AMD Ryzen™ 5,5500U",8,512 GB,AMD Radeon™ Onboard Graphics
"ACER Chromebook 317 (CB317-1H-C680), Chromebook, mit 17,3 Zoll Display, Intel® Celeron®,N5100 Prozessor, 8 GB RAM, 128 GB eMMC, Intel® UHD Graphics, Sparkly Silver, Google Chrome OS","479,00€","```json
[
    {
        ""brand"": ""ACER"",
        ""model name"": ""Chromebook 317 (CB317-1H-C680)"",
        ""CPU"": ""Intel® Celeron®,N5100"",
        ""RAM"": 8,
        ""disk space"": ""128 GB eMMC"",
        ""GPU"": ""Intel® UHD Graphics""
    }
]
```",ACER,Chromebook 317 (CB317-1H-C680),"Intel® Celeron®,N5100",8,128 GB eMMC,Intel® UHD Graphics
"HP Spectre x360 16-f2375ng, Convertible, mit 16 Zoll Display Touchscreen, Intel® Core™ i7 i7-1360P Prozessor, 16 GB RAM, 1 TB SSD, Intel® Arc™ 3 A370M, Schwarz, Windows 11 Home (64 Bit)","2099,00€","```json
[
    {
        ""brand"": ""HP"",
        ""model name"": ""Spectre x360 16-f2375ng"",
        ""CPU"": ""Intel® Core™ i7 i7-1360P"",
        ""RAM"": 16,
        ""disk space"": ""1 TB"",
        ""GPU"": ""Intel® Arc™ 3 A370M""
    }
]
```",HP,Spectre x360 16-f2375ng,Intel® Core™ i7 i7-1360P,16,1 TB,Intel® Arc™ 3 A370M
"ASUS ROG Flow X13 GV302XU-MU001W, Convertible, mit 13,4 Zoll Display Touchscreen, AMD Ryzen™ 9,7940HS  Prozessor, 16 GB RAM, 1 TB SSD, NVIDIA GeForce RTX™ 4050, Schwarz, Windows 11 Home (64 Bit)","1999,00€","```json
[
    {
        ""brand"": ""ASUS"",
        ""model name"": ""ROG Flow X13 GV302XU-MU001W"",
        ""CPU"": ""AMD Ryzen™ 9 7940HS"",
        ""RAM"": 16,
        ""disk space"": ""1 TB"",
        ""GPU"": ""NVIDIA GeForce RTX™ 4050""
    }
]
```",ASUS,ROG Flow X13 GV302XU-MU001W,AMD Ryzen™ 9 7940HS,16,1 TB,NVIDIA GeForce RTX™ 4050
"HP Pavilion 16-ag0375ng, Notebook, mit 16 Zoll Display Touchscreen, AMD Ryzen™ 7,8840U Prozessor, 16 GB RAM, 1 TB SSD, AMD Radeon™ 780M, Blau, Windows 11 Home (64 Bit)","999,00€","```json
[
    {
        ""brand"": ""HP"",
        ""model name"": ""Pavilion 16-ag0375ng"",
        ""CPU"": ""AMD Ryzen™ 7 8840U"",
        ""RAM"": 16,
        ""disk space"": ""1 TB"",
        ""GPU"": ""AMD Radeon™ 780M""
    }
]
```",HP,Pavilion 16-ag0375ng,AMD Ryzen™ 7 8840U,16,1 TB,AMD Radeon™ 780M
"HP OmniBook X 14-FE0370NG, Copilot+ PC, Copilot+ PC, mit 14 Zoll Display Touchscreen, Qualcomm Snapdragon X Elite,X1E-78-100 (12C) Prozessor, 16 GB RAM, 1 TB SSD, Qualcomm Adreno™ Onboard Graphics, Meteor Silver Aluminium, Windows 11 Home (64 Bit)","1299,00€","```json
[
    {
        ""brand"": ""HP"",
        ""model name"": ""OmniBook X 14-FE0370NG"",
        ""CPU"": ""Qualcomm Snapdragon X Elite,X1E-78-100 (12C)"",
        ""RAM"": 16,
        ""disk space"": ""1 TB"",
        ""GPU"": ""Qualcomm Adreno™ Onboard Graphics""
    }
]
```",HP,OmniBook X 14-FE0370NG,"Qualcomm Snapdragon X Elite,X1E-78-100 (12C)",16,1 TB,Qualcomm Adreno™ Onboard Graphics
"MEDION ERAZER Defender P50 (MD62646) mit 165 Hz QHD Display und RGB Tastatur, Gaming Laptop, mit 17,3 Zoll Display, Intel® Core™ i5,13420H Prozessor, 16 GB RAM, 1 TB SSD, NVIDIA GeForce RTX™ 4060, Schwarz, Windows 11 Home (64 Bit)","1399,00€","```json
[
    {
        ""brand"": ""MEDION"",
        ""model name"": ""ERAZER Defender P50"",
        ""CPU"": ""Intel® Core™ i5,13420H"",
        ""RAM"": 16,
        ""disk space"": ""1 TB"",
        ""GPU"": ""NVIDIA GeForce RTX™ 4060""
    }
]
```",MEDION,ERAZER Defender P50,"Intel® Core™ i5,13420H",16,1 TB,NVIDIA GeForce RTX™ 4060
